,tweet_id,sentiment,content,preprocessed_content
255,1957023263,hate,"i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers.",i hate when i see pregnant woman smokinggg it sooo irresponsible n selfish it saaad ultimately the baby is the one who suffers
256,1957023739,hate,Lies...lies...lies....you just cant avoid to lie about practically...EVERYTHING!,liesliesliesyou just cant avoid to lie about practicallyeverything
257,1957023842,neutral,twittascope is NOT rocking my socks - go away already!!,twittascope is not rocking my sock go away already
258,1957023917,neutral,Driving Back home because I forgot the piece of cake for @v_era,driving back home because i forgot the piece of cake for
259,1957024334,worry,@seemouserun so I tried jumping without the trampoline and its like thud* thud*  shouldn't have eaten that cookie.  http://myloc.me/1XIz,so i tried jumping without the trampoline and it like thud thud shouldnt have eaten that cookie
260,1957025428,sadness,"Everytime I send an email to my coach, I feel a need to practice.   shitty balls.  Lol",everytime i send an email to my coach i feel a need to practice shitty ball lol
261,1957026475,sadness,It's pissing me off and not letting me follow ericka,it pissing me off and not letting me follow ericka
262,1957027495,sadness,Is going to sleep not peaceful  wanted to hear him say Good Night but that didn't happen  Good Night everyone....,is going to sleep not peaceful wanted to hear him say good night but that didnt happen good night everyone
263,1957027630,sadness,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.,my mum trying to make me feel ebtter about stopping voting adn not winning shortstack i almost cried
264,1957027687,neutral,@koifusionpdx i was so close to the tacos...one spot too late,i wa so close to the tacosone spot too late
266,1957028775,worry,I have forgot the live with the Jonas Brothers on Facebook,i have forgot the live with the jonas brother on facebook
267,1957028895,sadness,I haven't seen Muffin in two whole days!,i havent seen muffin in two whole day
268,1957029111,sadness,@YumiFujii i'll miss y'all back... give @LesleyBoudy my regards...,ill miss yall back give my regard
270,1957029641,worry,"I have to admit, I'm a bit bummed out that I wasn't with my friends walking today....",i have to admit im a bit bummed out that i wasnt with my friend walking today
271,1957029899,neutral,@jennyvokals girl a blunt is soooooooo in my thoughts right now. I had an absolutly GREAT day with a few stressors...come home,girl a blunt is soooooooo in my thought right now i had an absolutly great day with a few stressorscome home
272,1957030196,worry,my twitter has been hacked again,my twitter ha been hacked again
273,1957030545,sadness,Just found mj mouse flats at DJs. Of course there are none left in my size,just found mj mouse flat at dj of course there are none left in my size
274,1957030596,neutral,@passingcarss i wont have time to buy  and i need a new binder pa,i wont have time to buy and i need a new binder pa
275,1957030622,hate,@lanacaitlin  hahaha well its try its so ugly,hahaha well it try it so ugly
276,1957030793,neutral,25-man Ulduar is hard...,25man ulduar is hard
277,1957031520,worry,"@jmoriarty I don't even want to know WHY you know about VHEMT, but don't go - we'd miss you",i dont even want to know why you know about vhemt but dont go wed miss you
279,1957032014,neutral,night night twitter world. [still cant believe the thomas thing  tomorrow's gunna be FUN/SAD],night night twitter world still cant believe the thomas thing tomorrow gunna be funsad
280,1957032051,neutral,@princess_oats this is happening to me too,this is happening to me too
282,1957032127,neutral,"@oxygen8705 bored now because i was talking to someone but now they're busy with something else  just kinda a bummer, idk",bored now because i wa talking to someone but now theyre busy with something else just kinda a bummer idk
283,1957032228,sadness,@xoshayzers i knoww  things won't be the samee &lt;/3,i knoww thing wont be the samee lt3
284,1957032539,worry,"OMG-ness it's 11:18 pm and I need to beup early to set up my garage sale it starts a 8am, wish I said 9am. I'm beat.",omgness it 1118 pm and i need to beup early to set up my garage sale it start a 8am wish i said 9am im beat
286,1957033103,worry,"Okay, so twitter suddenly changed, how do I respond to messages now",okay so twitter suddenly changed how do i respond to message now
287,1957033219,neutral,ugh.. my dad just told me to read an article about Kavya Shivashankar the spellin bee girl..and be more like her.,ugh my dad just told me to read an article about kavya shivashankar the spellin bee girland be more like her
288,1957033558,worry,Decided that no matter how good my hair looks curly it doesn't justify the burn I get from the curler! My hands covered  I suck at it!,decided that no matter how good my hair look curly it doesnt justify the burn i get from the curler my hand covered i suck at it
289,1957033776,sadness,Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck,going to sleep gon na fall asleep playing apps again tmrw is going to suck
290,1957033815,neutral,@ThaBillCollecta  YEA     I GOTTA BE UP AT 7:30,yea i got ta be up at 730
291,1957033874,hate,I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.,i hate when my bf beat da dog but i guess that the only way to teach these pitt
292,1957033901,worry,sprained my ankle  like really badly and tore some stuffs. it hurts! and its my birthday weekend,sprained my ankle like really badly and tore some stuff it hurt and it my birthday weekend
293,1957034202,sadness,I can't believe the Metal Gear Solid song was stolen    I'm so disappointed  http://bit.ly/YKkSu,i cant believe the metal gear solid song wa stolen im so disappointed
294,1957034289,hate,think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!,think i may have broke a toe at the bar tonightthanks drunk girl for steppin all over me
295,1957034434,neutral,"Not one sale done today at work. Explored balconies in the big theater w coworkers. A fun day, but void of chili fries and tips",not one sale done today at work explored balcony in the big theater w coworkers a fun day but void of chili fry and tip
296,1957034566,sadness,@MacZombieRawr  I wish I had Left 4 Dead. But first I'd need something to play it on...,i wish i had left 4 dead but first id need something to play it on
297,1957034940,neutral,@sillybabyjulie me too,me too
298,1957034983,neutral,@digenis that story reminds of living in Portugal,that story reminds of living in portugal
299,1957035419,neutral,"@jhicks  youre diabetic?   so is my dad.  &amp; i might be too, not sure.  are you still allowed to eat sugar throughout the day?",youre diabetic so is my dad amp i might be too not sure are you still allowed to eat sugar throughout the day
301,1957035950,hate,my roommate @tess_tickle loves to ignore me,my roommate love to ignore me
302,1957036183,neutral,@SuperFiasco  I'll make him nachos tomorrow. Better than if he would have made them himself.,ill make him nacho tomorrow better than if he would have made them himself
303,1957037405,neutral,@MyDailyRoutine yeahhh. &amp;dont judge my pillow,yeahhh ampdont judge my pillow
305,1957038324,sadness,my teeth and head hurts,my teeth and head hurt
306,1957038398,sadness,I HATE rob zombie movies. &amp; the smell of weed. Vommmm.,i hate rob zombie movie amp the smell of weed vommmm
307,1957038470,hate,"@jcwentz Maths and Science were the strongest for me i think..dunno bout geography, only did like 1 day of study for 1/2 a year of work!",math and science were the strongest for me i thinkdunno bout geography only did like 1 day of study for 12 a year of work
309,1957038477,worry,Hope I get a job cuz we need an apartment. I'm drunk &amp; miss my lil punkin  TEHE!!!,hope i get a job cuz we need an apartment im drunk amp miss my lil punkin tehe
310,1957038763,worry,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover,just got home not wanting to read the last chaper of breaking dawn cause i dont want it to beover
311,1957038970,worry,I need to be held...  Gnite.,i need to be held gnite
312,1957039203,worry,"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents",hanging out with sam billy and veronica not going to school tomorrow to take sam to body shop dang car accident
313,1957039456,sadness,no more arrested development. i am sad.,no more arrested development i am sad
314,1957039841,neutral,"@Giggles_xo  wicked , what time you leaving? how come you cant stay the night",wicked what time you leaving how come you cant stay the night
315,1957039894,sadness,omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D,omg i keep losing follower this is so sad i want 90 one daythats my goal d
316,1957039922,sadness,I feel so deflated. No more doggy.,i feel so deflated no more doggy
317,1957039947,worry,@blood_rain i wanna see her hair  hows everyone?,i wan na see her hair hows everyone
318,1957040172,sadness,"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE.",i just had to empty my trash on the mac that wa one of the most difficult thing i have ever done in my life 8000 picture are gone
319,1957040395,sadness,im contacting PAWS Philippines so i can find &quot;tiger&quot; a new owner. im so sad. i love my dog soo much,im contacting paw philippine so i can find quottigerquot a new owner im so sad i love my dog soo much
320,1957040988,sadness,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over,just got home not wanting to read the last chaper of breaking dawn cause i dont want it to be over
321,1957041569,worry,Aww...  Pray for the arroyo family everyone!,aww pray for the arroyo family everyone
322,1957041648,neutral,@the_babsi there's a manual process... but it's taking 4ever on my outlook database... pffff. crappy msft product,there a manual process but it taking 4ever on my outlook database pffff crappy msft product
323,1957041745,sadness,Fuuudge. Movie store is closed,fuuudge movie store is closed
324,1957041767,sadness,ALO is so sad and quiet and empty tonight,alo is so sad and quiet and empty tonight
325,1957041812,hate,"@meganmansyn Hahahaha! It's not horrible, if others were singing with I'm sure it could work. I wish I could afford my own drum set",hahahaha it not horrible if others were singing with im sure it could work i wish i could afford my own drum set
326,1957041856,worry,@wuzzyangel You never answered your DM I sent you....   I need your info...,you never answered your dm i sent you i need your info
327,1957042008,worry,Am trying to get through the pilot of the first season of friday night lights. Oh gosh  Pass the tissue...,am trying to get through the pilot of the first season of friday night light oh gosh pas the tissue
328,1957042316,sadness,@Mona26 Aw where are you headed to? i just cancelled my trip to Aussie,aw where are you headed to i just cancelled my trip to aussie
329,1957042474,worry,I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!,i have cystic lacrimal infectection my eye and face are swollen and it hurt
330,1957042509,worry,@jose3030 I didn't think anyone caught that,i didnt think anyone caught that
331,1957042799,neutral,OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE,oh nevermind i think this thing is unsalvageable
332,1957042862,neutral,"lyin in bed, up faaaaar too early",lyin in bed up faaaaar too early
333,1957043226,sadness,Sad that Christian Lacroix had to file bankruptcy,sad that christian lacroix had to file bankruptcy
334,1957043241,sadness,I dont feel good AT ALL. fuckkk,i dont feel good at all fuckkk
336,1957044680,worry,looks like i'll never go to the zoo,look like ill never go to the zoo
337,1957044694,worry,@djvinceadams Ohh poor girl  I'll email her... I am relying on you being here in October Mr!!,ohh poor girl ill email her i am relying on you being here in october mr
338,1957044783,neutral,When will Medhurst play again?,when will medhurst play again
339,1957044789,worry,@Moss1982 bad times?,bad time
340,1957044935,hate,aarrgghh - fu*k.....a hose has leaked water all over the new floating floor,aarrgghh fuka hose ha leaked water all over the new floating floor
341,1957045395,sadness,Have to go to the dreaded DMV tomorrow,have to go to the dreaded dmv tomorrow
342,1957045641,neutral,@duncm I'm a bit Ben's Thai-ed out,im a bit ben thaied out
344,1957045940,worry,@SharonHayes Thank you for the rec but that doesn't work,thank you for the rec but that doesnt work
345,1957046053,neutral,@dmoneymania  I'm sorry. Excited for tomorrow night? Karaoke!! Getting anything special for bday?,im sorry excited for tomorrow night karaoke getting anything special for bday
346,1957046090,worry,My puppy Gizmo h8s me..  haha. He still growls @ me.  I always look back @ my long pruple scar on my fingie,my puppy gizmo h8s me haha he still growl me i always look back my long pruple scar on my fingie
347,1957046631,worry,I don't know how ima work out tomorrow wit my body dis sore  ugh,i dont know how ima work out tomorrow wit my body dis sore ugh
348,1957046815,neutral,in 7-11  w/o you,in 711 wo you
349,1957047408,neutral,"@becjee Yeah, plus it's just a little too far to walk to Pinocchio's for sushi",yeah plus it just a little too far to walk to pinocchios for sushi
350,1957047569,worry,I'm feeling this pressure in my head that always kicks in just before a nasty headache. I'm not looking forward to this.,im feeling this pressure in my head that always kick in just before a nasty headache im not looking forward to this
351,1957047571,sadness,Taylor Swift and Joe Jonas looked really good together. I'm kinda sad they broke up.,taylor swift and joe jonas looked really good together im kinda sad they broke up
352,1957047787,worry,I'm suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts.,im suppose to turn in a sentence outline for my research paper within the hour online but my neck hurt
353,1957047828,worry,"Lady across the way had a miscarriage, say a prayer",lady across the way had a miscarriage say a prayer
354,1957048027,sadness,God I just want to sleep.,god i just want to sleep
355,1957048703,hate,@ksutt11 ohhhh thunderstorms...boo  why do they always have to make the power go out??,ohhhh thunderstormsboo why do they always have to make the power go out
356,1957048870,worry,I feel so deflated. No more doggy.,i feel so deflated no more doggy
357,1957049167,sadness,Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes,found my book starting a real paperbound journal tonight have an annoying zit above my lip make me look like i have herpes
358,1957050633,hate,"RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!  LIKE IN THE 80'S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK",ratt rocked nashville toniteone thing sucked no encore like in the 80 they still have a fun show pearcy ha that hott bad boy look
359,1957050684,worry,is feeling bad  just got bad news about my Mum,is feeling bad just got bad news about my mum
360,1957050747,sadness,@RealBlackWidow But but I dun wanna,but but i dun wan na
361,1957050890,sadness,@imjustlalayone damn girl I'm so down but ya gotta let me know so I can get my kit together &amp; I got a flyer  Any next weekend? I&quot;M DOWN!,damn girl im so down but ya got ta let me know so i can get my kit together amp i got a flyer any next weekend iquotm down
362,1957051517,sadness,"@JustinOdom dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha",dbl booooooo for being sick flippin blow bahaha i kno i dont have many friend on here either i feel so lame haha
363,1957052167,neutral,@brettyrocks thats what i was thinking but the only time it's gonna be on is 1 am!,thats what i wa thinking but the only time it gon na be on is 1 am
364,1957052211,neutral,"Peeps still here. Fun times. Gotta sleep tho. Work in the A.M. Some cool, hot chicks here. But none as cool as ____________. Missing her",peep still here fun time got ta sleep tho work in the am some cool hot chick here but none a cool a missing her
365,1957052409,worry,don't feel like working  I think I tweet this too often!,dont feel like working i think i tweet this too often
366,1957052932,sadness,feels sick to my stomach and idkk whyy,feel sick to my stomach and idkk whyy
367,1957053170,worry,vineri...nimic special sau probabil un alt weekend pierdut...,vinerinimic special sau probabil un alt weekend pierdut
368,1957053247,neutral,Counting the hours of lost sunshine until the Weekend,counting the hour of lost sunshine until the weekend
371,1957053566,sadness,"@hello_jodie Um, I was thrown from @JareWolf's van yesterday and had to be taken to the ER",um i wa thrown from s van yesterday and had to be taken to the er
372,1957055178,worry,"got to final table, but....went out third.  Don't think I'll be getting my free seat",got to final table butwent out third dont think ill be getting my free seat
373,1957055396,neutral,good morning work this morning gutted lol nevermind,good morning work this morning gutted lol nevermind
374,1957055530,hate,I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!,i have to work in the morning while my friend get to party it upstupid bberry lite flashing red and i have no message
376,1957056027,sadness,@judyrey  The link doesn't work,the link doesnt work
377,1957056041,neutral,@Deedubau hahaha I don't know anyone or anything about it except they have powers lol... I live in my own bubble,hahaha i dont know anyone or anything about it except they have power lol i live in my own bubble
378,1957056896,worry,The humpalow um ya I think so... Cell is dying,the humpalow um ya i think so cell is dying
379,1957057026,worry,Last day at work...Sick to the bone,last day at worksick to the bone
380,1957057469,worry,i feel like I'm on house arrest.,i feel like im on house arrest
381,1957057586,neutral,"love is like a war,,easy to begin, hard to end..fiuuhh...",love is like a wareasy to begin hard to endfiuuhh
383,1957058219,worry,@cosmiclagoon Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers? It is very sad,did you know that there is a shortage of shell for crab to use on the beach due to beach comber it is very sad
386,1957059348,sadness,my stupid tooooth hurts,my stupid tooooth hurt
388,1957059671,neutral,Ready To Go @ School,ready to go school
389,1957059917,sadness,@turnitgrey my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they fucked up my order.,my computer broken and i broke my laptop so i had to use the phone ahh still on he cause they fucked up my order
390,1957060283,neutral,@Richard_Gable It's good isn't it! Our holiday chalet is out of sight but look v similar to those ones. Going home again today,it good isnt it our holiday chalet is out of sight but look v similar to those one going home again today
391,1957060439,worry,It's a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...,it a sad economy just heard of another friend losing their job so sad but just a reminder that
392,1957061418,worry,@jarekpastor I'm just starting to feel really panicky and anxious that something bad has happened cos it seems like it's been ages,im just starting to feel really panicky and anxious that something bad ha happened co it seems like it been age
393,1957061527,worry,my dog ran awayyy,my dog ran awayyy
394,1957061884,hate,@all_is_one84 Those suck so bad.,those suck so bad
395,1957062262,worry,"I'm back. top molar extracted  swollen face, all numb.  But no more toothache or sinus pain.",im back top molar extracted swollen face all numb but no more toothache or sinus pain
397,1957062676,worry,does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp,doe anyone know any good rap song i need to make a rapfun cd and i have no idea helllllpppp
399,1957062827,sadness,I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!,im awake anybody else awake wish i lived in the u since all the fun happens when im asleep
400,1957063783,hate,At Charle's with the power out. LOL! Damn SaveMart lost power and we could not buy beer.,at charles with the power out lol damn savemart lost power and we could not buy beer
401,1957063845,sadness,@Penguin_J heehee. i love you! i am tired.,heehee i love you i am tired
402,1957064177,worry,my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo,my mobile phone refuse to charge either the battery is broken or the chargerrr booooo
403,1957064253,worry,@Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something,oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something
404,1957064566,worry,"@kimberly625 hmmm, I thought u were sleeping!! Too bad I can't see those videos until tomorrow night.",hmmm i thought u were sleeping too bad i cant see those video until tomorrow night
405,1957064575,sadness,"Morning everyone sorry for going early last night had bad news, felt totally crap   Today is a new day",morning everyone sorry for going early last night had bad news felt totally crap today is a new day
406,1957064908,sadness,"how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job...",how i wish my parent put me into a chinese school when i wa younger then itll be so much easier for me to get a job
408,1957065963,neutral,@nayRyelgiuQ airport? and you didnt show up tonight homo!,airport and you didnt show up tonight homo
409,1957066120,worry,@charloro jealous  it looks like schindler's list in toronto,jealous it look like schindlers list in toronto
411,1957067386,neutral,@avalonabsinthe what?! Come as you are!!! But erock just left  bah D:,what come a you are but erock just left bah d
413,1957067988,sadness,@joiskol  being in your room makes me sad.,being in your room make me sad
414,1957068229,worry,"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all.",nearly fell asleep but wa jolted out of bed by a massive panic attack and now im not sure if i can sleep at all
415,1957068585,neutral,for the gays i only made 200 tonight,for the gay i only made 200 tonight
416,1957068880,sadness,@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks,oh fck i completely forgot about thirsty thursday oh my gaga this suck
417,1957069453,sadness,"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  Shit!",if one people did any wrong the world blame all the people over there this is the great world which we are living in shit
419,1957070484,neutral,"@dravenreborn I bet its cool down in SR, huh? It's not here. I haven't stopped sweating since noon when dad and I were packing",i bet it cool down in sr huh it not here i havent stopped sweating since noon when dad and i were packing
420,1957070534,sadness,@meljachin: eww. dislike,eww dislike
421,1957070786,worry,Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.,tactical mistake going to the city library and buying milk who knew ouch ouch ouch maybe a good thing i didnt try for uni
422,1957070871,neutral,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my root age of the instant gratification
423,1957071331,sadness,"@SuzyDunkley sorry bout the cat,",sorry bout the cat
424,1957071583,neutral,needs to have an increase on her salary  http://plurk.com/p/wxluu,need to have an increase on her salary
425,1957072308,worry,my stomach feels like it's touching the ground..i'm SO full,my stomach feel like it touching the groundim so full
428,1957072682,worry,Sooo much work so little time,sooo much work so little time
429,1957072896,sadness,missed iron chef,missed iron chef
430,1957073073,sadness,@thevowel the DS version sucks,the d version suck
431,1957073201,sadness,what a bad day,what a bad day
433,1957073753,hate,hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs,hate the net ayaw bumukas ng twitter
434,1957073984,worry,"Ugh, my internet was down!",ugh my internet wa down
436,1957074214,worry,is feeling so giddy and wanna go home.,is feeling so giddy and wan na go home
437,1957074267,neutral,the week just wasnt the same without an adam lambert performance!!!,the week just wasnt the same without an adam lambert performance
438,1957074812,neutral,@rockingjude The link doesn't work,the link doesnt work
439,1957074977,worry,Up and packing. Its the last day of youth camp,up and packing it the last day of youth camp
440,1957075035,neutral,"GOSSIP GIRL, WHEN ARE YOU COMING BACK  ! chaceeeeeee..",gossip girl when are you coming back chaceeeeeee
441,1957075180,neutral,Smh @ hiphop nursery rhymes,smh hiphop nursery rhyme
442,1957075229,worry,Somebody please save the polar bears!,somebody please save the polar bear
445,1957075457,worry,It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.,it ha come to my attention from a 16yo friend that ive recently gained a ton of weight he didnt know it wa me
446,1957075557,worry,guess im staying home tonight...no movie-ing for me,guess im staying home tonightno movieing for me
447,1957076048,sadness,went to the cd store to search for the cd. But,went to the cd store to search for the cd but
448,1957076214,worry,@BuzzEdition reminds me of the weather a month ago it was horrible  I hope all is well hugs,reminds me of the weather a month ago it wa horrible i hope all is well hug
449,1957076433,sadness,I miss my mom..  &quot;May angels lead you in&quot;,i miss my mom quotmay angel lead you inquot
451,1957076577,hate,on jacksonville beach walking in the cold Ass water   but have to work in the morning   ily &lt;('-')&gt;,on jacksonville beach walking in the cold as water but have to work in the morning ily ltgt
452,1957077528,neutral,"@taylor_d No, it's not...",no it not
453,1957077552,sadness,@chocolovere i feel the same way every day,i feel the same way every day
454,1957077564,sadness,Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.,cant sleep suck the one day i have to sleep in and i have to get up and go shopping with mom ugh
455,1957077934,neutral,@crunchmonkey78 well i just got home and its not on till tmw at 530p but with comcast its on right now  but i didnt miss it,well i just got home and it not on till tmw at 530p but with comcast it on right now but i didnt miss it
456,1957078157,sadness,Sleppytime. Really missing my godfather right now. Love you Wayne,sleppytime really missing my godfather right now love you wayne
457,1957078740,sadness,So have a headache right now and it sucks,so have a headache right now and it suck
458,1957079130,worry,@JayDz hope ya sleepin well  guys still here,hope ya sleepin well guy still here
460,1957079403,sadness,"@jwray12 Lakers, baby Lakers!! I'll miss the game tmwr. I have to work  you'll have to keep me posted please",lakers baby lakers ill miss the game tmwr i have to work youll have to keep me posted please
461,1957079496,sadness,"comfort food of the day: pan mee. though, it didnt taste any good..",comfort food of the day pan mee though it didnt taste any good
462,1957079533,worry,damn being drunk and hot sucks,damn being drunk and hot suck
463,1957079568,sadness,misses my baby.,miss my baby
464,1957079622,worry,is not sleeping because he has paperwork to do.,is not sleeping because he ha paperwork to do
465,1957079972,worry,Showered in ice-cold water. Sweating now. Means one thing: I'm sick,showered in icecold water sweating now mean one thing im sick
466,1957080150,worry,"midnight cry.. wish the person I wanted, wanted me right now",midnight cry wish the person i wanted wanted me right now
467,1957080521,neutral,@mousebudden I'ma need you to follow me real quick cause I can't DM you,ima need you to follow me real quick cause i cant dm you
468,1957080579,sadness,I'm poorly and can't sleep,im poorly and cant sleep
469,1957080963,worry,Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.,went to pole class feeling discouraged i am hopeless when it cone to dancing or sexy move or spreading my leg
470,1957081280,worry,"@RoasterBoy And these poor, unfortunate souls don't appear to have any pants at all...  ? http://blip.fm/~78qvz",and these poor unfortunate soul dont appear to have any pant at all 78qvz
471,1957081795,worry,@damohopo @StephanieEllen If I told you how often I wash my hair you would never speak to me again,if i told you how often i wash my hair you would never speak to me again
472,1957082086,worry,"Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman.",look like another sleepless night dedicated to homework sorry in advance m chapman
473,1957082503,worry,@jessicaduncan http://twitpic.com/662vk -  WHY DO U LOT MOCK ME!!!,why do u lot mock me
474,1957082536,worry,didnt say goodnight to you,didnt say goodnight to you
475,1957082538,hate,@abguerraartist  I am not a pussy! damnit!  [sending you an e-mail right now btw],i am not a pussy damnit sending you an email right now btw
476,1957082926,sadness,has work tom.,ha work tom
477,1957082939,neutral,In the Hongkong International Airport. Has to wait for 3-4 hours for our next flight to Cebu.,in the hongkong international airport ha to wait for 34 hour for our next flight to cebu
478,1957083056,neutral,Can't sleep and nothings on tv!!,cant sleep and nothing on tv
480,1957083230,neutral,@KallieT oh ... you've been superseeded?  not good enough,oh youve been superseeded not good enough
481,1957083616,sadness,today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm,today we say goodbye to the second good friend in a week from dmp but at least the sun is shinning and im definately not working this pm
484,1957083910,worry,@Syo_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store,i met a stranger just 10 min ago he wa stalking me at the store
486,1957084166,sadness,Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.,sometimes the thing you say hurt the one you love most unintentionally and you can never ever take it back or fix it
487,1957084446,sadness,@nickkk_ that sucks!,that suck
488,1957084552,neutral,@dorkydeanna IIII know!!! and mean,iiii know and mean
489,1957084638,sadness,Having Fever  dont feel to work,having fever dont feel to work
490,1957084742,worry,"Taking Horse Pills, hoping I can get some sleep tonight",taking horse pill hoping i can get some sleep tonight
491,1957084935,neutral,@BusyGod PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one,pgpm student from where i myself wa a pgpm student about 4 year back i wish i could stay one
492,1957084945,sadness,missing @MeLDiBiAsE...6 days can't pass quick enough,missing 6 day cant pas quick enough
493,1957085151,hate,@juliaiiivir Hey! That's my school! I hate that place.,hey thats my school i hate that place
494,1957085211,sadness,"Working from home today, my back is killing me  Doctor and then physio after later today.",working from home today my back is killing me doctor and then physio after later today
495,1957085406,neutral,back to work.. with no distractions..,back to work with no distraction
497,1957086150,neutral,awwww  i never noticed this http://bit.ly/RConp,awwww i never noticed this
498,1957086168,neutral,"@heavyharts that sucks  well state starts tomorrow so im headin 2 bed, nitey nite",that suck well state start tomorrow so im headin 2 bed nitey nite
499,1957086444,worry,"Looks like it's going to be too nice to work today, how annoying as I have no choice",look like it going to be too nice to work today how annoying a i have no choice
500,1957086920,neutral,@mygoldmask did you guys keep a set list? I forgot to ask for one  xx,did you guy keep a set list i forgot to ask for one xx
501,1957087043,neutral,"First impression of Silverlight: sadly, based on what I saw today, it's quite problematic",first impression of silverlight sadly based on what i saw today it quite problematic
502,1957087059,worry,is desperatly hoping my dad takes me to vanessa's game,is desperatly hoping my dad take me to vanessa game
503,1957087780,worry,@pb_and_jay hi!  Fuck your job!,hi fuck your job
504,1957087793,sadness,Missing you all deeply,missing you all deeply
505,1957088016,neutral,"the time you go to bed,  i have to get up to go to work",the time you go to bed i have to get up to go to work
507,1957088224,sadness,"@Ravels sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time, I'll HELLA miss you.",sniff sniff take care ravel hopefully well be chatting again soon in the mean time ill hella miss you
508,1957088340,neutral,"@miss_cheryl Lucky, now I want to teleport",lucky now i want to teleport
509,1957088574,worry,Somebody please save the polar bears!,somebody please save the polar bear
510,1957088900,worry,"My nose is runny, my head is pounding, and teeth hurt like a bitch. MAN. @-) I feel awful.  =((",my nose is runny my head is pounding and teeth hurt like a bitch man i feel awful
511,1957089208,sadness,I don't want her to leave..,i dont want her to leave
516,1957090025,worry,At the Grove for 'Drag Me to Hell.' I hope that it doesn't suck.,at the grove for drag me to hell i hope that it doesnt suck
517,1957090285,worry,@NOLAevol so i feel like shit for saying HAPPY BELATED BIRFDAYY.. i'm only a month late,so i feel like shit for saying happy belated birfdayy im only a month late
518,1957090408,sadness,"@KaliyahPjones lmao...thats sad, kinda discourages me 4rom goin if the shit's wack",lmaothats sad kinda discourages me 4rom goin if the shit wack
520,1957090496,sadness,@WillyNorthpole I wish I was there,i wish i wa there
521,1957090643,sadness,"I miss my little Batty, she was only 3 months old when she got sick, she was always so fun and full of life &lt;3 Even at the very end...",i miss my little batty she wa only 3 month old when she got sick she wa always so fun and full of life lt3 even at the very end
522,1957091075,neutral,FC is finally up again. it's about time. i hate that this keeps happening,fc is finally up again it about time i hate that this keep happening
523,1957091147,neutral,seriously bored without anyone to talk to... but not tired enough for sleep,seriously bored without anyone to talk to but not tired enough for sleep
524,1957091327,sadness,morning again! I hate mornings. So offensive!,morning again i hate morning so offensive
